Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides 2	Peptides Scram	Peptides 4	Peptides 5	Peptides 6	Peptides 7	Peptides A1	Peptides A2	Peptides ALL	Peptides combine	Peptides N1	Peptides N2	Peptides none	Peptides O3	Razor + unique peptides 2	Razor + unique peptides Scram	Razor + unique peptides 4	Razor + unique peptides 5	Razor + unique peptides 6	Razor + unique peptides 7	Razor + unique peptides A1	Razor + unique peptides A2	Razor + unique peptides ALL	Razor + unique peptides combine	Razor + unique peptides N1	Razor + unique peptides N2	Razor + unique peptides none	Razor + unique peptides O3	Unique peptides 2	Unique peptides Scram	Unique peptides 4	Unique peptides 5	Unique peptides 6	Unique peptides 7	Unique peptides A1	Unique peptides A2	Unique peptides ALL	Unique peptides combine	Unique peptides N1	Unique peptides N2	Unique peptides none	Unique peptides O3	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Identification type 2	Identification type Scram	Identification type 4	Identification type 5	Identification type 6	Identification type 7	Identification type A1	Identification type A2	Identification type ALL	Identification type combine	Identification type N1	Identification type N2	Identification type none	Identification type O3	Sequence coverage 2 [%]	Sequence coverage Scram [%]	Sequence coverage 4 [%]	Sequence coverage 5 [%]	Sequence coverage 6 [%]	Sequence coverage 7 [%]	Sequence coverage A1 [%]	Sequence coverage A2 [%]	Sequence coverage ALL [%]	Sequence coverage combine [%]	Sequence coverage N1 [%]	Sequence coverage N2 [%]	Sequence coverage none [%]	Sequence coverage O3 [%]	Intensity	Intensity 2	Intensity Scram	Intensity 4	Intensity 5	Intensity 6	Intensity 7	Intensity A1	Intensity A2	Intensity ALL	Intensity combine	Intensity N1	Intensity N2	Intensity none	Intensity O3	LFQ intensity 2	LFQ intensity Scram	LFQ intensity 4	LFQ intensity 5	LFQ intensity 6	LFQ intensity 7	LFQ intensity A1	LFQ intensity A2	LFQ intensity ALL	LFQ intensity combine	LFQ intensity N1	LFQ intensity N2	LFQ intensity none	LFQ intensity O3	MS/MS count 2	MS/MS count Scram	MS/MS count 4	MS/MS count 5	MS/MS count 6	MS/MS count 7	MS/MS count A1	MS/MS count A2	MS/MS count ALL	MS/MS count combine	MS/MS count N1	MS/MS count N2	MS/MS count none	MS/MS count O3	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
ENSMODG00000005290|ENSMODT00000006658	ENSMODG00000005290|ENSMODT00000006658	10	10	10	ENSMODG00000005290|ENSMODT00000006658	1	10	10	10	8	10	9	9	5	9	9	9	9	5	3	3	5	8	8	10	9	9	5	9	9	9	9	5	3	3	5	8	8	10	9	9	5	9	9	9	9	5	3	3	5	8	39.1	39.1	39.1	25.385	230	230	0	156.34	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By MS/MS	By MS/MS	32.6	39.1	36.1	36.1	28.7	36.1	36.1	36.1	36.1	28.7	15.7	20	28.7	35.2	4872500000	120420000	2616400000	297780000	175720000	6585600	80505000	439630000	760180000	248050000	3633600	200530	127240	966550	122280000	102850000	1416400000	242860000	130800000	17813000	102210000	82967000	180140000	215660000	123810000	84874	105400	1534000	84932000	13	47	20	15	5	8	4	14	14	5	0	0	3	6	154				153	300;424;460;852;853;1503;2223;2237;2700;2701	True;True;True;True;True;True;True;True;True;True	322;323;324;457;495;914;915;916;917;918;1585;2355;2369;2854;2855	3228;3229;3230;3231;3232;3233;3234;3235;3236;3237;3238;3239;3240;3241;3242;3243;3244;3245;3246;3247;3248;3249;3250;3251;3252;3253;3254;3255;3256;3257;3258;3259;3260;3261;4666;4667;4668;4669;4670;4671;4672;4673;4674;4675;4676;4677;4678;4679;4680;4681;4682;4683;4684;4685;4686;4687;4688;4689;4690;4691;4692;4693;4694;4695;4696;4697;5002;5003;5004;5005;5006;5007;5008;5009;5010;8968;8969;8970;8971;8972;8973;8974;8975;8976;8977;8978;8979;8980;8981;8982;8983;8984;8985;8986;8987;8988;8989;8990;8991;8992;8993;8994;8995;8996;8997;8998;8999;9000;9001;9002;9003;9004;9005;9006;9007;9008;9009;9010;9011;9012;9013;9014;9015;9016;9017;9018;9019;9020;9021;9022;9023;9024;9025;9026;9027;9028;9029;9030;9031;9032;9033;9034;9035;9036;9037;9038;9039;9040;9041;9042;9043;9044;9045;9046;9047;9048;9049;9050;9051;9052;9053;9054;9055;9056;9057;9058;9059;9060;9061;9062;9063;9064;9065;9066;9067;9068;9069;9070;9071;9072;9073;9074;9075;9076;9077;9078;9079;9080;15986;15987;15988;15989;15990;15991;15992;15993;15994;15995;15996;15997;15998;15999;16000;16001;16002;16003;16004;16005;16006;16007;16008;16009;16010;16011;16012;16013;16014;16015;16016;16017;16018;16019;16020;16021;16022;16023;16024;16025;16026;16027;16028;16029;16030;16031;16032;16033;16034;16035;16036;16037;16038;16039;16040;16041;16042;16043;16044;16045;16046;16047;16048;16049;16050;16051;16052;16053;16054;16055;16056;16057;23778;23779;23780;23781;23782;23783;23784;23785;23930;28563;28564;28565;28566;28567;28568;28569;28570;28571;28572;28573;28574;28575;28576;28577;28578;28579;28580;28581;28582;28583;28584;28585;28586;28587;28588;28589;28590;28591;28592;28593;28594;28595;28596;28597;28598;28599;28600;28601;28602;28603;28604;28605;28606;28607;28608;28609;28610;28611	1543;1544;1545;1546;1547;1548;1549;1550;1551;1552;1553;1554;1555;1556;2165;2166;2167;2168;2169;2170;2171;2172;2173;2174;2175;2176;2177;2178;2179;2180;2181;2182;2292;2293;2294;2295;4056;4057;4058;4059;4060;4061;4062;4063;4064;4065;4066;4067;4068;4069;4070;4071;4072;4073;4074;4075;4076;4077;4078;4079;4080;4081;4082;4083;4084;4085;4086;4087;4088;4089;4090;4091;4092;4093;4094;4095;4096;4097;4098;4099;4100;4101;4102;4103;4104;4105;4106;4107;4108;4109;4110;4111;4112;4113;4114;4115;7138;7139;7140;7141;7142;7143;7144;7145;7146;7147;7148;7149;7150;7151;7152;7153;7154;7155;7156;7157;7158;7159;7160;7161;7162;7163;7164;7165;7166;7167;7168;7169;7170;7171;7172;7173;7174;7175;7176;7177;10489;10490;10534;12573;12574;12575;12576;12577;12578;12579;12580;12581;12582;12583;12584;12585;12586;12587;12588;12589;12590	1549;2182;2293;4077;4113;7172;10489;10534;12581;12589	63;64;65	122;123;125

ENSMODG00000005339|ENSMODT00000006719	ENSMODG00000005339|ENSMODT00000006719	2	2	2	ENSMODG00000005339|ENSMODT00000006719	1	2	2	2	2	0	2	2	0	1	0	0	2	0	0	0	2	0	2	0	2	2	0	1	0	0	2	0	0	0	2	0	2	0	2	2	0	1	0	0	2	0	0	0	2	0	17.7	17.7	17.7	38.426	351	351	0	9.5761	By MS/MS		By MS/MS	By matching		By matching			By matching				By MS/MS		17.7	0	17.7	17.7	0	9.1	0	0	17.7	0	0	0	17.7	0	1127900	273950	0	154960	198580	0	49758	0	0	140980	0	0	0	309640	0	464600	0	281170	0	0	0	0	0	0	0	0	0	471020	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	4				154	182;813	True;True	199;875	1954;1955;1956;1957;1958;1959;1960;8527;8528;8529;8530;8531;8532	970;971;972;3870	972;3870		

ENSMODG00000005392|ENSMODT00000000006	ENSMODG00000005392|ENSMODT00000000006	6	6	5	ENSMODG00000005392|ENSMODT00000000006	1	6	6	5	6	0	6	6	3	6	1	1	6	1	0	0	6	1	6	0	6	6	3	6	1	1	6	1	0	0	6	1	5	0	5	5	3	5	1	1	5	1	0	0	5	1	30	30	27.1	31.039	277	277	0	15.556	By MS/MS		By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By MS/MS	By matching			By MS/MS	By matching	30	0	30	30	19.5	30	4	6.1	30	6.9	0	0	30	6.1	7908200	754180	0	1304900	845820	743090	608460	21559	43698	1317600	11533	0	0	2237100	20182	512000	0	1168900	1067100	3376100	1258400	0	0	1049800	0	0	0	4270500	0	2	0	5	3	2	2	0	0	4	0	0	0	5	0	23				155	576;965;1035;1687;2179;2202	True;True;True;True;True;True	619;1033;1104;1773;2310;2333	6228;6229;6230;6231;6232;6233;6234;10246;10247;10248;10249;10250;10251;10252;10916;10917;10918;10919;10920;10921;10922;10923;10924;10925;10926;10927;10928;10929;10930;18043;18044;18045;18046;18047;18048;18049;18050;18051;18052;23387;23388;23389;23390;23391;23392;23393;23394;23629;23630;23631;23632;23633;23634;23635;23636;23637;23638;23639;23640	2840;2841;4627;4628;4629;4630;4917;4918;7998;7999;8000;8001;10304;10305;10306;10307;10308;10309;10436;10437;10438;10439;10440	2841;4627;4918;7999;10309;10438		

ENSMODG00000005494|ENSMODT00000006932	ENSMODG00000005494|ENSMODT00000006932	2	2	2	ENSMODG00000005494|ENSMODT00000006932	1	2	2	2	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	17.1	17.1	17.1	24.643	210	210	0	1.5079			By matching	By matching	By MS/MS				By matching				By MS/MS		0	0	12.9	12.9	12.9	0	0	0	12.9	0	0	0	4.3	0	248090	0	0	37025	16126	107330	0	0	0	37547	0	0	0	50061	0	0	0	0	0	0	0	0	0	0	0	0	0	131890	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2				156	520;2081	True;True	560;2203	5669;5670;22449;22450;22451;22452	2606;9880	2606;9880		

ENSMODG00000005601|ENSMODT00000007078	ENSMODG00000005601|ENSMODT00000007078	2	1	1	ENSMODG00000005601|ENSMODT00000007078	1	2	1	1	2	2	2	2	1	2	1	2	2	0	0	0	2	2	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	6.8	4	4	36.953	322	322	0	2.6497	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	By matching	By MS/MS				By matching	By MS/MS	6.8	6.8	6.8	6.8	4	6.8	4	6.8	6.8	0	0	0	6.8	6.8	3239500	417060	651060	346080	336420	27283	160460	53787	696300	274670	0	0	0	5302.4	271070	315250	282600	269250	253330	157470	221940	0	208400	231540	0	0	0	0	230360	1	0	1	2	0	1	0	0	1	0	0	0	0	1	7				157	627;2158	False;True	673;2289	6653;6654;6655;6656;6657;6658;6659;6660;6661;23187;23188;23189;23190;23191;23192;23193;23194;23195;23196;23197;23198;23199;23200;23201;23202;23203;23204;23205;23206	2997;2998;2999;10220;10221;10222;10223;10224;10225;10226	2999;10221		

ENSMODG00000005708|ENSMODT00000007217	ENSMODG00000005708|ENSMODT00000007217	1	1	1	ENSMODG00000005708|ENSMODT00000007217	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1.3	1.3	1.3	114.55	1079	1079	0	1.5649											By MS/MS	By matching		By matching	0	0	0	0	0	0	0	0	0	0	1.3	1.3	0	1.3	165510	0	0	0	0	0	0	0	0	0	0	85430	54958	0	25126	0	0	0	0	0	0	0	0	0	0	0	0	0	19441	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1				158	6	True	6	62;63;64	30	30		

ENSMODG00000005897|ENSMODT00000003540	ENSMODG00000005897|ENSMODT00000003540	5	5	5	ENSMODG00000005897|ENSMODT00000003540	1	5	5	5	4	2	5	4	4	5	2	2	5	0	0	0	3	2	4	2	5	4	4	5	2	2	5	0	0	0	3	2	4	2	5	4	4	5	2	2	5	0	0	0	3	2	26.9	26.9	26.9	24.059	238	238	0	6.0999	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	By matching	By MS/MS				By matching	By matching	21.4	5.9	26.9	21.4	21.4	26.9	5.9	14.7	26.9	0	0	0	12.2	5.9	6003100	326440	131080	699110	1200800	169150	1634400	52325	206070	1402500	0	0	0	84550	96666	230840	307590	446580	1374100	407510	1657300	193950	178220	672330	0	0	0	190300	331980	1	0	1	4	0	3	0	0	1	0	0	0	0	0	10				159	335;776;899;2473;2591	True;True;True;True;True	362;838;967;2618;2741	3698;3699;3700;3701;3702;3703;3704;3705;3706;3707;8199;8200;8201;8202;8203;8204;8205;8206;8207;8208;8209;9546;9547;9548;9549;9550;9551;9552;26306;26307;26308;26309;26310;26311;26312;26313;27527;27528;27529;27530	1767;3720;3721;4315;4316;4317;4318;11610;11611;12137	1767;3720;4318;11611;12137		

ENSMODG00000025382|ENSMODT00000039560;ENSMODG00000005932|ENSMODT00000007485	ENSMODG00000025382|ENSMODT00000039560;ENSMODG00000005932|ENSMODT00000007485	2;2	2;2	2;2	ENSMODG00000025382|ENSMODT00000039560;ENSMODG00000005932|ENSMODT00000007485	2	2	2	2	1	2	1	2	0	1	2	2	0	0	2	2	2	1	1	2	1	2	0	1	2	2	0	0	2	2	2	1	1	2	1	2	0	1	2	2	0	0	2	2	2	1	17.4	17.4	17.4	19.712	172	172;172	0	49.161	By matching	By matching	By matching	By matching		By matching	By MS/MS	By matching			By MS/MS	By MS/MS	By matching	By matching	7.6	17.4	9.9	17.4	0	9.9	17.4	17.4	0	0	17.4	17.4	17.4	9.9	3284300	40030	295290	42668	50880	0	11846	554200	672470	0	0	747410	714710	23152	131660	0	91839	0	40323	0	0	152750	107230	0	0	440290	711180	51064	0	0	0	0	0	0	0	1	0	0	0	2	2	0	0	5				160	466;1241	True;True	501;1317	5069;5070;5071;5072;5073;5074;5075;5076;5077;5078;13118;13119;13120;13121;13122;13123;13124;13125	2330;2331;2332;5947;5948	2332;5947		

ENSMODG00000007640|ENSMODT00000032128;ENSMODG00000005983|ENSMODT00000007550;ENSMODG00000007640|ENSMODT00000009670;ENSMODG00000025684|ENSMODT00000040115	ENSMODG00000007640|ENSMODT00000032128;ENSMODG00000005983|ENSMODT00000007550;ENSMODG00000007640|ENSMODT00000009670	3;3;2;1	3;3;2;1	1;1;0;0	ENSMODG00000007640|ENSMODT00000032128;ENSMODG00000005983|ENSMODT00000007550;ENSMODG00000007640|ENSMODT00000009670	4	3	3	1	3	0	3	3	3	3	2	2	2	3	1	0	3	2	3	0	3	3	3	3	2	2	2	3	1	0	3	2	1	0	1	1	1	1	0	0	0	1	0	0	1	0	40	40	27.8	13.221	115	115;136;124;101	0	35.833	By MS/MS		By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By MS/MS	By MS/MS	By matching		By MS/MS	By MS/MS	40	0	40	40	40	40	12.2	12.2	12.2	40	6.1	0	40	12.2	115970000	17317000	0	19053000	25060000	8624700	22322000	99901	292410	12577000	498030	183010	0	9467200	479510	13926000	0	12328000	14784000	16421000	19987000	936470	1275400	15131000	12418000	0	0	59572000	2909200	2	0	2	2	2	3	0	0	1	1	0	0	4	1	18				161	549;739;2256	True;True;True	590;798;2390	5935;5936;5937;5938;5939;5940;5941;5942;5943;5944;5945;5946;5947;7866;7867;7868;7869;7870;7871;7872;7873;7874;24131;24132;24133;24134;24135;24136;24137;24138;24139;24140;24141;24142	2723;3562;3563;3564;3565;3566;3567;3568;3569;10618;10619;10620;10621;10622;10623;10624;10625;10626	2723;3563;10619		

ENSMODG00000006076|ENSMODT00000007685	ENSMODG00000006076|ENSMODT00000007685	1	1	1	ENSMODG00000006076|ENSMODT00000007685	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	1	113.13	1013	1013	1	-2								By matching			By MS/MS	By matching		By matching	0	0	0	0	0	0	0	1	0	0	1	1	0	1	405430	0	0	0	0	0	0	0	137140	0	0	202370	56092	0	9819.6	0	0	0	0	0	0	0	0	0	0	0	0	0	7597.9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	+			162	1679	True	1763	17964;17965;17966;17967	7969	7969	66	1

ENSMODG00000006129|ENSMODT00000007746	ENSMODG00000006129|ENSMODT00000007746	1	1	1	ENSMODG00000006129|ENSMODT00000007746	1	1	1	1	0	1	1	1	0	1	1	0	1	0	1	1	0	1	0	1	1	1	0	1	1	0	1	0	1	1	0	1	0	1	1	1	0	1	1	0	1	0	1	1	0	1	2.6	2.6	2.6	49.149	456	456	0	2.3416		By matching	By MS/MS	By MS/MS		By MS/MS	By MS/MS		By MS/MS		By matching	By matching		By matching	0	2.6	2.6	2.6	0	2.6	2.6	0	2.6	0	2.6	2.6	0	2.6	582060	0	122300	68938	59474	0	56527	114490	0	45958	0	68838	22294	0	23243	0	0	0	0	0	0	0	0	0	0	0	0	0	17984	0	0	1	1	0	1	1	0	1	0	0	0	0	0	5				163	1863	True	1972	19969;19970;19971;19972;19973;19974;19975;19976;19977	8854;8855;8856;8857;8858	8856		

ENSMODG00000006225|ENSMODT00000007873	ENSMODG00000006225|ENSMODT00000007873	2	2	2	ENSMODG00000006225|ENSMODT00000007873	1	2	2	2	2	1	2	2	1	1	1	1	2	0	1	1	1	1	2	1	2	2	1	1	1	1	2	0	1	1	1	1	2	1	2	2	1	1	1	1	2	0	1	1	1	1	30.5	30.5	30.5	14.807	128	128	0	9.9115	By MS/MS	By matching	By MS/MS	By matching	By matching	By matching	By matching	By MS/MS	By matching		By matching	By matching	By matching	By MS/MS	30.5	10.2	30.5	30.5	20.3	10.2	10.2	10.2	30.5	0	10.2	10.2	10.2	10.2	3110000	321720	66291	424080	175100	95975	67061	228530	1063600	237010	0	88387	43078	40959	258170	0	0	0	0	0	0	0	0	183120	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	4				164	88;763	True;True	95;825	902;903;904;905;906;907;908;909;910;911;912;913;914;8094;8095;8096;8097;8098	445;446;3675;3676	445;3675		

ENSMODG00000006291|ENSMODT00000007961	ENSMODG00000006291|ENSMODT00000007961	5	4	1	ENSMODG00000006291|ENSMODT00000007961	1	5	4	1	5	2	5	5	5	4	2	2	5	2	1	0	1	3	4	1	4	4	4	3	2	2	4	2	0	0	1	2	1	1	1	1	1	1	1	1	1	1	0	0	1	1	12.5	9.7	3.1	34.39	319	319	0	25.044	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By MS/MS	By matching	By matching		By matching	By matching	12.5	6	12.5	12.5	12.5	12.2	7.8	7.8	12.5	7.8	2.8	0	3.1	10.7	18287000	4994900	28486	2288100	2926200	4513300	882510	224790	243660	1870800	40560	0	0	39077	234180	6181000	0	2569200	2927900	13349000	487570	148260	88475	668290	1143300	0	0	0	104840	6	0	2	3	3	1	0	0	2	0	0	0	0	0	17				165	496;825;826;1146;2027	False;True;True;True;True	535;887;888;1217;1218;2145	5418;5419;5420;5421;5422;5423;5424;5425;5426;8649;8650;8651;8652;8653;8654;8655;8656;8657;8658;8659;8660;8661;8662;8663;8664;8665;8666;8667;8668;8669;8670;8671;8672;8673;8674;8675;8676;8677;12070;12071;12072;12073;12074;12075;12076;12077;12078;12079;12080;12081;12082;12083;12084;12085;21755;21756;21757;21758;21759	2491;2492;2493;2494;2495;2496;3921;3922;3923;3924;3925;3926;3927;3928;3929;3930;3931;5469;5470;5471;5472;5473;9583	2493;3926;3929;5472;9583		

ENSMODG00000006302|ENSMODT00000007979	ENSMODG00000006302|ENSMODT00000007979	2	2	2	ENSMODG00000006302|ENSMODT00000007979	1	2	2	2	1	1	1	1	2	0	1	0	2	0	0	0	0	0	1	1	1	1	2	0	1	0	2	0	0	0	0	0	1	1	1	1	2	0	1	0	2	0	0	0	0	0	6.8	6.8	6.8	59.824	557	557	0	2.5346	By matching	By MS/MS	By matching	By matching	By MS/MS		By matching		By matching						3.6	3.6	3.6	3.6	6.8	0	3.6	0	6.8	0	0	0	0	0	1013800	36093	516640	42223	58990	158290	0	84678	0	116930	0	0	0	0	0	0	0	0	0	0	0	0	0	90343	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2				166	1367;2623	True;True	1445;2774	14431;14432;14433;14434;14435;14436;14437;27853;27854	6473;12282	6473;12282		

ENSMODG00000006486|ENSMODT00000008215	ENSMODG00000006486|ENSMODT00000008215	5	5	5	ENSMODG00000006486|ENSMODT00000008215	1	5	5	5	2	4	3	3	0	2	4	3	2	0	2	4	0	4	2	4	3	3	0	2	4	3	2	0	2	4	0	4	2	4	3	3	0	2	4	3	2	0	2	4	0	4	18.8	18.8	18.8	53.334	473	473	0	8.0389	By matching	By matching	By matching	By matching		By matching	By MS/MS	By matching	By matching		By MS/MS	By MS/MS		By MS/MS	5.9	15.9	11.4	11.4	0	5.9	14.4	11.4	5.9	0	8.5	15.9	0	15.9	3047800	40968	461230	68702	113150	0	41102	343910	686260	50822	0	318490	502580	0	420570	73447	111840	60361	79008	0	83084	104100	120430	73885	0	307020	452240	0	244040	0	0	0	0	0	0	1	0	0	0	2	3	0	2	8				167	216;579;657;1230;2357	True;True;True;True;True	234;622;705;1304;2495	2327;2328;2329;2330;2331;2332;2333;2334;2335;2336;6251;6941;6942;6943;6944;6945;6946;6947;6948;12985;12986;12987;12988;12989;12990;12991;12992;12993;12994;12995;25093;25094;25095	1156;2847;3110;3111;5893;5894;5895;11026	1156;2847;3110;5894;11026		

ENSMODG00000006503|ENSMODT00000008234;ENSMODG00000014244|ENSMODT00000018130	ENSMODG00000006503|ENSMODT00000008234	6;2	6;2	6;2	ENSMODG00000006503|ENSMODT00000008234	2	6	6	6	5	0	6	6	4	3	1	1	6	0	2	2	6	2	5	0	6	6	4	3	1	1	6	0	2	2	6	2	5	0	6	6	4	3	1	1	6	0	2	2	6	2	33.7	33.7	33.7	31.191	282	282;297	0	49.181	By MS/MS		By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching	By MS/MS		By MS/MS	By MS/MS	By MS/MS	By MS/MS	25.2	0	33.7	33.7	25.9	17.4	7.4	7.4	33.7	0	14.2	10.6	33.7	14.2	19456000	1687400	0	3189000	2813700	1971100	384330	502560	612520	5159900	0	487570	563380	1367400	717250	1209800	0	2650100	2170600	5187000	773920	0	0	4217500	0	752890	801650	3132300	1796700	2	0	6	6	4	0	0	0	7	0	1	1	9	2	38				168	321;964;1691;1747;2434;2480	True;True;True;True;True;True	346;1032;1778;1850;1851;2576;2625	3523;3524;3525;3526;3527;3528;3529;3530;3531;3532;10238;10239;10240;10241;10242;10243;10244;10245;18084;18085;18086;18087;18088;18754;18755;18756;18757;18758;18759;18760;18761;18762;18763;18764;18765;18766;18767;18768;25823;25824;25825;25826;25827;25828;25829;25830;25831;25832;25833;25834;25835;25836;26372;26373;26374;26375;26376;26377	1672;1673;1674;1675;1676;1677;1678;1679;1680;4620;4621;4622;4623;4624;4625;4626;8016;8017;8018;8296;8297;8298;8299;8300;8301;11375;11376;11377;11378;11379;11380;11381;11382;11383;11384;11629;11630;11631	1680;4621;8018;8296;11380;11630	67	81

ENSMODG00000006515|ENSMODT00000008252	ENSMODG00000006515|ENSMODT00000008252	18	18	18	ENSMODG00000006515|ENSMODT00000008252	1	18	18	18	13	6	14	13	9	9	4	6	13	0	8	9	6	7	13	6	14	13	9	9	4	6	13	0	8	9	6	7	13	6	14	13	9	9	4	6	13	0	8	9	6	7	27.9	27.9	27.9	93.378	850	850	0	102.33	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS		By MS/MS	By MS/MS	By matching	By MS/MS	22.5	10.8	25.9	22.9	12.4	13.8	6.8	10.8	20.7	0	13.5	14.9	11.6	12.6	21686000	1210100	1607300	1707800	1088000	1426800	545490	1214300	4929100	1545500	0	2655100	2453200	174630	1128300	1129800	986480	849250	412140	5261100	688360	1291200	1300000	1014000	0	1250100	2113400	295810	1022500	3	3	3	2	5	2	2	4	6	0	3	3	0	1	37				169	53;307;358;414;656;1018;1019;1281;1294;1609;1630;1789;2144;2248;2296;2604;2605;2733	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	60;331;387;446;704;1086;1087;1358;1371;1692;1714;1893;2274;2381;2431;2754;2755;2887	560;561;562;563;564;565;3368;3369;3370;3371;3372;3989;3990;3991;3992;3993;4553;4554;4555;6936;6937;6938;6939;6940;10763;10764;10765;10766;10767;10768;10769;10770;10771;10772;10773;10774;10775;10776;10777;10778;10779;10780;13491;13492;13493;13494;13495;13496;13497;13498;13499;13500;13654;13655;17254;17255;17256;17257;17258;17259;17260;17261;17475;17476;17477;17478;17479;19229;19230;19231;19232;19233;19234;19235;19236;19237;19238;19239;23029;23030;23031;23032;23033;23034;23035;23036;23037;23038;23039;23040;23041;24057;24058;24059;24060;24493;24494;24495;27638;27639;27640;27641;27642;27643;27644;27645;27646;27647;27648;27649;27650;27651;27652;27653;27654;27655;28889;28890;28891;28892;28893;28894;28895;28896	278;1605;1885;2129;3108;3109;4851;4852;4853;4854;4855;4856;4857;4858;4859;6109;6181;6182;7708;7709;7710;7782;7783;8523;10142;10143;10144;10145;10146;10589;10788;12167;12168;12169;12170;12171;12172;12173;12174;12716	278;1605;1885;2129;3109;4854;4859;6109;6182;7709;7782;8523;10143;10589;10788;12167;12173;12716		

ENSMODG00000006606|ENSMODT00000008360;ENSMODG00000017619|ENSMODT00000022359	ENSMODG00000006606|ENSMODT00000008360	7;3	7;3	7;3	ENSMODG00000006606|ENSMODT00000008360	2	7	7	7	6	4	6	7	4	7	2	4	7	0	4	4	6	5	6	4	6	7	4	7	2	4	7	0	4	4	6	5	6	4	6	7	4	7	2	4	7	0	4	4	6	5	25.5	25.5	25.5	32.485	294	294;197	0	38.741	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS		By MS/MS	By MS/MS	By MS/MS	By MS/MS	20.7	16.3	20.7	25.5	17.3	25.5	6.8	12.2	25.5	0	12.2	12.2	20.7	16.3	9478600	747510	342400	719740	1011000	470560	285240	682440	1544000	1287400	0	851240	894280	248460	394390	616590	276350	531670	572940	810100	279820	377930	425810	784670	0	1085300	1687300	323600	353630	2	0	3	3	2	2	1	1	3	0	3	3	2	1	26				170	824;1551;1715;1772;1945;2483;2510	True;True;True;True;True;True;True	886;1634;1812;1876;2059;2628;2657	8641;8642;8643;8644;8645;8646;8647;8648;16543;16544;16545;16546;16547;16548;16549;16550;16551;16552;16553;16554;16555;16556;16557;16558;16559;16560;16561;16562;16563;16564;18473;18474;18475;18476;18477;18478;18479;18480;19026;19027;19028;19029;19030;19031;19032;19033;20879;20880;20881;20882;20883;20884;20885;20886;20887;20888;20889;20890;20891;26399;26400;26401;26402;26403;26404;26405;26406;26407;26408;26409;26728;26729;26730;26731;26732;26733;26734;26735;26736;26737	3917;3918;3919;3920;7382;7383;8179;8180;8181;8182;8183;8431;8432;9230;11641;11642;11643;11644;11792;11793;11794;11795;11796;11797;11798;11799	3920;7383;8180;8431;9230;11642;11793		

